# POS	ID	PosScore	NegScore
n	3457332	0.0	0.0
n	3457451	0.0	0.125
n	3457578	0.0	0.0
n	3457686	0.0	0.0
n	3457793	0.0	0.0
n	3457902	0.0	0.0
n	3458128	0.0	0.0
n	3458271	0.25	0.125
n	3458422	0.0	0.0
n	3458552	0.0	0.125
n	3458753	0.25	0.0
n	3458961	0.0	0.0
n	3459159	0.125	0.0
n	3459328	0.0	0.0
n	3459498	0.0	0.125
n	3459591	0.0	0.0
n	3459775	0.0	0.125
n	3459914	0.0	0.0
n	3460040	0.0	0.0
n	3460147	0.0	0.0
n	3460297	0.0	0.0
n	3460455	0.125	0.0
n	3460526	0.125	0.125
n	3460674	0.125	0.0
n	3460899	0.0	0.0
n	3461037	0.0	0.25
n	3461119	0.0	0.0
n	3461288	0.125	0.0
n	3461385	0.0	0.0
n	3461651	0.0	0.0
n	3461783	0.0	0.0
n	3461882	0.125	0.0
n	3461988	0.0	0.125
n	3462110	0.0	0.0
n	3462211	0.125	0.0
n	3462315	0.0	0.0
n	3462441	0.125	0.25
n	3462594	0.125	0.0
n	3462747	0.125	0.0
n	3462972	0.125	0.0
n	3463073	0.125	0.0
n	3463185	0.0	0.0
n	3463381	0.0	0.0
n	3463561	0.0	0.0
n	3463666	0.0	0.25
n	3463832	0.0	0.0
n	3464053	0.0	0.25
n	3464266	0.125	0.0
n	3464467	0.375	0.0
n	3464628	0.0	0.125
n	3464757	0.0	0.0
n	3464952	0.0	0.0
n	3465040	0.125	0.0
n	3465151	0.125	0.125
n	3465320	0.0	0.0
n	3465426	0.125	0.0
n	3465500	0.0	0.0
n	3465605	0.0	0.0
n	3465718	0.125	0.125
n	3465818	0.0	0.0
n	3466027	0.0	0.0
n	3466162	0.0	0.0
n	3466493	0.0	0.0
n	3466600	0.0	0.0
n	3466726	0.125	0.0
n	3466839	0.0	0.0
n	3466947	0.0	0.125
n	3467068	0.0	0.0
n	3467254	0.0	0.375
n	3467380	0.0	0.125
n	3467517	0.0	0.0
n	3467796	0.0	0.0
n	3467887	0.0	0.125
n	3467984	0.0	0.0
n	3468570	0.125	0.0
n	3468696	0.0	0.0
n	3468821	0.0	0.0
n	3468900	0.0	0.125
n	3469031	0.25	0.375
n	3469175	0.25	0.0
n	3469346	0.125	0.125
n	3469493	0.25	0.125
n	3469687	0.25	0.0
n	3469832	0.0	0.0
n	3469903	0.125	0.0
n	3470005	0.0	0.0
n	3470222	0.0	0.0
n	3470387	0.125	0.0
n	3470629	0.0	0.0
n	3470802	0.0	0.0
n	3470948	0.0	0.0
n	3471030	0.25	0.0
n	3471190	0.125	0.25
n	3471347	0.0	0.0
n	3471473	0.0	0.0
n	3471685	0.0	0.0
n	3471779	0.0	0.0
n	3471974	0.125	0.0
n	3472112	0.25	0.125
n	3472232	0.0	0.0
n	3472535	0.0	0.0
n	3472672	0.125	0.125
n	3472796	0.0	0.125
n	3472937	0.0	0.0
n	3473078	0.125	0.125
n	3473227	0.0	0.0
n	3473465	0.0	0.0
n	3473704	0.0	0.0
n	3473817	0.0	0.25
n	3473966	0.0	0.125
n	3474167	0.0	0.25
n	3474352	0.0	0.0
n	3474467	0.0	0.0
n	3474635	0.125	0.0
n	3474779	0.125	0.0
n	3474896	0.125	0.0
n	3475118	0.125	0.0
n	3475421	0.0	0.25
n	3475581	0.125	0.125
n	3475674	0.0	0.0
n	3475823	0.0	0.125
n	3475961	0.0	0.0
n	3476083	0.125	0.125
n	3476313	0.0	0.0
n	3476458	0.125	0.0
n	3476542	0.0	0.375
n	3476684	0.125	0.125
n	3476843	0.0	0.125
n	3476991	0.0	0.0
n	3477143	0.125	0.0
n	3477303	0.125	0.0
n	3477410	0.125	0.0
n	3477512	0.125	0.0
n	3477674	0.0	0.0
n	3477773	0.0	0.0
n	3477902	0.125	0.0
n	3478033	0.125	0.0
n	3478141	0.0	0.0
n	3478261	0.0	0.0
n	3478400	0.0	0.0
n	3478491	0.0	0.0
n	3478589	0.0	0.0
n	3478756	0.125	0.0
n	3478907	0.125	0.0
n	3479121	0.0	0.0
n	3479266	0.0	0.0
n	3479397	0.0	0.0
n	3479502	0.0	0.25
n	3479647	0.0	0.125
n	3479952	0.0	0.0
n	3480186	0.25	0.25
n	3480367	0.0	0.125
n	3480579	0.125	0.0
n	3480719	0.0	0.0
n	3480863	0.125	0.0
n	3480973	0.0	0.0
n	3481172	0.25	0.125
n	3481521	0.125	0.125
n	3481674	0.0	0.0
n	3481824	0.0	0.0
n	3482001	0.0	0.0
n	3482128	0.125	0.0
n	3482252	0.125	0.0
n	3482405	0.0	0.0
n	3482523	0.0	0.125
n	3482727	0.125	0.0
n	3482877	0.25	0.0
n	3482988	0.125	0.0
n	3483086	0.0	0.0
n	3483230	0.25	0.0
n	3483316	0.0	0.125
n	3483531	0.125	0.125
n	3483637	0.0	0.0
n	3483823	0.125	0.0
n	3483971	0.125	0.0
n	3484083	0.0	0.0
n	3484487	0.125	0.0
n	3484576	0.0	0.0
n	3484809	0.125	0.0
n	3484931	0.125	0.0
n	3485198	0.25	0.0
n	3485309	0.25	0.125
n	3485407	0.125	0.125
n	3485575	0.0	0.125
n	3485655	0.25	0.0
n	3485794	0.0	0.125
n	3485997	0.125	0.125
n	3487090	0.0	0.0
n	3487222	0.125	0.0
n	3487331	0.25	0.125
n	3487444	0.125	0.0
n	3487533	0.125	0.125
n	3487642	0.0	0.0
n	3487774	0.125	0.125
n	3487886	0.125	0.125
n	3487963	0.125	0.0
n	3488111	0.375	0.0
n	3488188	0.125	0.0
n	3488438	0.125	0.0
n	3488603	0.125	0.125
n	3488784	0.0	0.0
n	3488887	0.25	0.0
n	3489048	0.0	0.0
n	3489162	0.0	0.0
n	3490006	0.125	0.0
n	3490119	0.0	0.25
n	3490324	0.125	0.0
n	3490449	0.0	0.0
n	3490649	0.125	0.125
n	3490784	0.25	0.375
n	3490884	0.125	0.0
n	3491032	0.0	0.0
n	3491178	0.0	0.0
n	3491491	0.0	0.0
n	3491724	0.0	0.5
n	3491988	0.0	0.0
n	3492087	0.0	0.0
n	3492250	0.375	0.25
n	3492391	0.0	0.0
n	3492542	0.0	0.375
n	3492717	0.375	0.125
n	3492922	0.0	0.375
n	3493079	0.125	0.0
n	3493219	0.0	0.125
n	3493333	0.125	0.0
n	3493664	0.0	0.0
n	3493792	0.125	0.0
n	3493911	0.0	0.0
n	3494105	0.0	0.0
n	3494278	0.125	0.0
n	3494537	0.0	0.125
n	3494706	0.0	0.0
n	3495039	0.25	0.0
n	3495258	0.0	0.0
n	3495570	0.0	0.0
n	3495671	0.125	0.125
n	3495941	0.0	0.0
n	3496042	0.125	0.0
n	3496183	0.0	0.0
n	3496296	0.0	0.0
n	3496486	0.125	0.0
n	3496612	0.0	0.0
n	3496749	0.0	0.0
n	3496892	0.0	0.0
n	3497100	0.0	0.0
n	3497182	0.0	0.0
n	3497352	0.0	0.0
n	3497531	0.0	0.0
n	3497657	0.0	0.375
n	3498316	0.0	0.125
n	3498441	0.125	0.125
n	3498536	0.125	0.0
n	3498662	0.125	0.0
n	3498781	0.0	0.0
n	3498866	0.0	0.0
n	3498962	0.0	0.25
n	3499142	0.0	0.0
n	3499354	0.25	0.125
n	3499468	0.0	0.25
n	3499611	0.125	0.0
n	3499796	0.25	0.125
n	3499907	0.125	0.125
n	3500090	0.0	0.0
n	3500209	0.125	0.0
n	3500295	0.0	0.0
n	3500389	0.0	0.0
n	3500457	0.0	0.0
n	3500557	0.0	0.0
n	3500699	0.0	0.0
n	3500838	0.125	0.0
n	3500971	0.0	0.0
n	3501068	0.0	0.0
n	3501152	0.0	0.0
n	3501288	0.0	0.0
n	3501520	0.0	0.0
n	3501614	0.125	0.0
n	3501811	0.0	0.0
n	3502042	0.0	0.375
n	3502200	0.125	0.0
n	3502331	0.125	0.0
n	3502509	0.0	0.0
n	3502777	0.0	0.0
n	3502897	0.0	0.0
n	3503097	0.0	0.0
n	3503233	0.0	0.0
n	3503358	0.0	0.0
n	3503477	0.0	0.0
n	3503567	0.0	0.0
n	3503718	0.0	0.0
n	3503908	0.0	0.0
n	3503997	0.25	0.125
n	3504205	0.25	0.125
n	3504293	0.125	0.0
n	3504420	0.0	0.0
n	3504723	0.0	0.125
n	3505015	0.0	0.0
n	3505133	0.0	0.0
n	3505207	0.0	0.125
n	3505383	0.125	0.0
n	3505504	0.0	0.25
n	3505667	0.0	0.0
n	3505764	0.25	0.0
n	3505942	0.125	0.125
n	3506028	0.0	0.0
n	3506184	0.25	0.0
n	3506370	0.25	0.0
n	3506560	0.25	0.125
n	3506727	0.0	0.375
n	3506880	0.0	0.0
n	3507048	0.0	0.0
n	3507241	0.25	0.0
n	3507458	0.125	0.0
n	3507554	0.0	0.0
n	3507658	0.125	0.0
n	3507857	0.125	0.0
n	3507963	0.0	0.0
n	3508101	0.0	0.0
n	3508485	0.125	0.0
n	3508628	0.0	0.125
n	3508881	0.0	0.0
n	3509025	0.25	0.0
n	3509394	0.0	0.0
n	3509608	0.0	0.125
n	3509843	0.0	0.0
n	3510072	0.25	0.125
n	3510244	0.125	0.0
n	3510384	0.0	0.0
n	3510487	0.0	0.25
n	3510583	0.125	0.125
n	3510866	0.125	0.0
n	3510987	0.0	0.125
n	3511175	0.0	0.0
n	3511333	0.0	0.0
n	3511426	0.125	0.125
n	3511786	0.0	0.0
n	3511949	0.0	0.375
n	3512030	0.0	0.0
n	3512147	0.0	0.0
n	3512452	0.125	0.125
n	3512624	0.0	0.0
n	3512830	0.0	0.0
n	3512911	0.0	0.0
n	3513137	0.125	0.25
n	3513376	0.0	0.25
n	3513627	0.25	0.125
n	3513961	0.25	0.125
n	3514129	0.0	0.0
n	3514340	0.0	0.0
n	3514451	0.0	0.0
n	3514588	0.0	0.0
n	3514693	0.0	0.0
n	3514894	0.125	0.0
n	3514974	0.125	0.125
n	3515338	0.125	0.125
n	3515500	0.25	0.125
n	3515644	0.0	0.0
n	3515728	0.0	0.0
n	3515934	0.125	0.0
n	3516011	0.125	0.375
n	3516266	0.0	0.0
n	3516367	0.0	0.25
n	3516647	0.0	0.0
n	3516844	0.125	0.125
n	3516996	0.0	0.0
n	3517271	0.0	0.0
n	3517427	0.0	0.0
n	3517509	0.0	0.0
n	3517647	0.0	0.0
n	3517760	0.375	0.0
n	3517899	0.125	0.0
n	3517982	0.125	0.125
n	3518135	0.125	0.0
n	3518230	0.125	0.0
n	3518305	0.0	0.0
n	3518445	0.0	0.0
n	3518631	0.125	0.0
n	3518829	0.0	0.0
n	3518943	0.125	0.0
n	3519081	0.125	0.0
n	3519226	0.0	0.0
n	3519387	0.0	0.0
n	3519578	0.125	0.0
n	3519674	0.125	0.0
n	3519848	0.0	0.0
n	3519981	0.125	0.0
n	3520275	0.0	0.0
n	3520399	0.0	0.0
n	3520493	0.0	0.25
n	3520654	0.25	0.0
n	3520811	0.0	0.25
n	3521076	0.0	0.0
n	3521431	0.0	0.0
n	3521544	0.125	0.125
n	3521675	0.125	0.0
n	3521771	0.0	0.25
n	3521899	0.0	0.0
n	3522003	0.0	0.0
n	3522100	0.0	0.0
n	3522239	0.125	0.0
n	3522559	0.125	0.125
n	3522634	0.25	0.0
n	3522863	0.125	0.0
n	3522990	0.0	0.125
n	3523134	0.0	0.125
n	3523288	0.25	0.125
n	3523398	0.0	0.0
n	3523506	0.0	0.25
n	3523633	0.0	0.0
n	3523849	0.125	0.25
n	3523987	0.0	0.375
n	3524150	0.0	0.0
n	3524287	0.125	0.0
n	3524425	0.0	0.0
n	3524574	0.125	0.0
n	3524745	0.25	0.0
n	3524840	0.125	0.0
n	3524976	0.125	0.0
n	3525074	0.0	0.0
n	3525252	0.0	0.125
n	3525372	0.0	0.0
n	3525454	0.0	0.125
n	3525693	0.25	0.25
n	3525827	0.0	0.125
n	3526062	0.125	0.125
n	3526198	0.125	0.125
n	3526805	0.0	0.0
n	3527000	0.125	0.125
n	3527149	0.125	0.0
n	3527243	0.0	0.0
n	3527444	0.125	0.0
n	3527565	0.125	0.0
n	3527675	0.125	0.0
n	3527930	0.125	0.125
n	3528100	0.125	0.0
n	3528263	0.25	0.0
n	3528523	0.25	0.0
n	3528622	0.125	0.0
n	3528761	0.0	0.0
n	3528901	0.0	0.125
n	3529175	0.125	0.0
n	3529444	0.0	0.375
n	3529629	0.0	0.0
n	3529740	0.0	0.0
n	3529860	0.25	0.0
n	3530041	0.125	0.0
n	3530189	0.25	0.0
n	3530326	0.0	0.125
n	3530511	0.25	0.125
n	3530642	0.0	0.0
n	3530803	0.125	0.375
n	3530910	0.125	0.0
n	3531281	0.125	0.25
n	3531447	0.0	0.0
n	3531546	0.0	0.0
n	3531691	0.0	0.0
n	3531808	0.25	0.0
n	3531982	0.125	0.0
n	3532080	0.25	0.5
n	3532187	0.125	0.125
n	3532342	0.0	0.0
n	3532672	0.0	0.0
n	3532919	0.0	0.0
n	3533014	0.0	0.0
n	3533392	0.25	0.0
n	3533486	0.125	0.0
n	3533654	0.125	0.125
n	3533845	0.0	0.0
n	3533972	0.0	0.125
n	3534429	0.0	0.125
n	3534580	0.0	0.0
n	3534695	0.0	0.25
n	3534776	0.375	0.0
n	3534890	0.0	0.0
n	3535024	0.125	0.0
n	3535186	0.0	0.125
n	3535284	0.125	0.125
n	3535429	0.0	0.0
n	3535526	0.25	0.0
n	3535647	0.0	0.125
n	3535780	0.0	0.0
n	3535970	0.125	0.0
n	3536122	0.0	0.0
n	3536348	0.0	0.0
n	3536568	0.0	0.0
n	3536761	0.125	0.125
n	3536931	0.125	0.0
n	3537085	0.0	0.25
n	3537241	0.0	0.125
n	3537412	0.0	0.0
n	3537550	0.0	0.0
n	3537714	0.0	0.0
n	3537866	0.25	0.625
n	3538037	0.0	0.0
n	3538179	0.0	0.0
n	3538300	0.0	0.0
n	3538406	0.0	0.0
n	3538542	0.0	0.0
n	3538634	0.0	0.0
n	3538817	0.125	0.0
n	3538957	0.125	0.0
n	3539103	0.0	0.0
n	3539293	0.125	0.0
n	3539433	0.0	0.0
n	3539546	0.25	0.0
n	3539678	0.0	0.125
n	3539754	0.0	0.0
n	3539875	0.0	0.125
n	3540090	0.0	0.125
n	3540267	0.0	0.0
n	3540476	0.0	0.0
n	3540595	0.25	0.0
n	3540914	0.0	0.0
n	3541091	0.25	0.0
n	3541269	0.125	0.0
n	3541393	0.0	0.0
n	3541537	0.25	0.125
n	3541696	0.0	0.0
n	3541923	0.0	0.0
n	3542073	0.125	0.0
n	3542220	0.125	0.0
n	3542333	0.0	0.0
n	3542605	0.0	0.0
n	3542727	0.125	0.125
n	3542860	0.0	0.0
n	3543012	0.0	0.0
n	3543112	0.0	0.5
n	3543254	0.125	0.0
n	3543394	0.0	0.0
n	3543511	0.375	0.0
n	3543603	0.25	0.0
n	3543735	0.125	0.0
n	3543945	0.125	0.0
n	3544143	0.125	0.0
n	3544238	0.0	0.0
n	3544360	0.0	0.0
n	3545150	0.0	0.0
n	3545470	0.25	0.0
n	3545585	0.0	0.0
n	3545756	0.0	0.25
n	3545961	0.125	0.25
n	3546112	0.0	0.0
n	3546235	0.0	0.0
n	3546340	0.0	0.0
n	3546766	0.375	0.0
n	3547054	0.125	0.125
n	3547229	0.0	0.0
n	3547397	0.125	0.0
n	3547530	0.0	0.0
n	3547658	0.0	0.0
n	3547861	0.0	0.0
n	3548086	0.0	0.0
n	3548195	0.0	0.25
n	3548320	0.0	0.125
n	3548402	0.0	0.0
n	3548533	0.0	0.125
n	3548626	0.0	0.0
n	3548797	0.0	0.0
n	3548930	0.0	0.25
n	3549097	0.125	0.125
n	3549199	0.0	0.125
n	3549350	0.125	0.125
n	3549473	0.25	0.0
n	3549589	0.25	0.125
n	3549732	0.0	0.0
n	3549897	0.125	0.0
n	3550153	0.0	0.125
n	3550289	0.125	0.0
n	3550420	0.0	0.0
n	3550533	0.0	0.125
n	3550671	0.25	0.25
n	3550916	0.0	0.0
n	3551084	0.125	0.125
n	3551395	0.0	0.0
n	3551582	0.0	0.125
n	3551790	0.125	0.0
n	3552001	0.0	0.0
n	3552169	0.125	0.125
n	3552449	0.0	0.0
n	3552639	0.25	0.25
n	3552749	0.0	0.0
n	3553019	0.0	0.125
n	3553248	0.125	0.125
n	3553486	0.0	0.0
n	3553708	0.125	0.5
n	3553908	0.0	0.25
n	3554131	0.125	0.375
n	3554375	0.0	0.0
n	3554460	0.0	0.0
n	3554645	0.125	0.0
n	3554795	0.25	0.0
n	3555006	0.0	0.125
n	3555217	0.125	0.0
n	3555426	0.0	0.0
n	3555564	0.25	0.25
n	3555662	0.25	0.125
n	3555862	0.125	0.0
n	3555996	0.0	0.0
n	3556173	0.0	0.0
n	3556281	0.25	0.375
n	3556679	0.0	0.0
n	3556811	0.25	0.0
n	3556992	0.25	0.0
n	3557141	0.0	0.0
n	3557270	0.125	0.0
n	3557360	0.0	0.125
n	3557512	0.0	0.0
n	3557590	0.0	0.0
n	3557692	0.125	0.0
n	3557840	0.125	0.0
n	3558007	0.0	0.0
n	3558176	0.0	0.125
n	3558404	0.0	0.0
n	3558633	0.125	0.0
n	3558739	0.125	0.0
n	3558841	0.0	0.0
n	3558971	0.25	0.0
n	3559144	0.125	0.125
n	3559373	0.25	0.0
n	3559531	0.125	0.125
n	3559841	0.0	0.0
n	3559999	0.25	0.125
n	3560161	0.25	0.0
n	3560430	0.0	0.0
n	3560567	0.0	0.125
n	3560860	0.125	0.125
n	3561047	0.0	0.0
n	3561169	0.0	0.0
n	3561345	0.25	0.125
n	3561573	0.0	0.0
n	3561657	0.0	0.0
n	3561889	0.25	0.125
n	3562126	0.0	0.0
n	3562262	0.0	0.0
n	3562408	0.0	0.0
n	3562565	0.0	0.125
n	3562739	0.0	0.0
n	3562958	0.125	0.125
n	3563200	0.0	0.0
n	3563358	0.0	0.0
n	3563460	0.0	0.0
n	3563611	0.0	0.125
n	3563710	0.0	0.0
n	3563967	0.25	0.0
n	3564667	0.125	0.0
n	3564849	0.0	0.0
n	3565051	0.25	0.0
n	3565288	0.0	0.0
n	3565402	0.0	0.0
n	3565565	0.0	0.125
n	3565710	0.0	0.125
n	3565830	0.0	0.0
n	3565991	0.25	0.0
n	3566193	0.0	0.0
n	3566329	0.0	0.0
n	3566555	0.0	0.0
n	3566730	0.125	0.0
n	3566860	0.125	0.0
n	3567066	0.125	0.0
n	3567325	0.125	0.125
n	3567474	0.0	0.0
n	3567635	0.125	0.0
n	3567788	0.0	0.0
n	3567912	0.25	0.125
n	3568008	0.0	0.375
n	3568117	0.25	0.125
n	3568430	0.125	0.125
n	3568561	0.125	0.125
n	3568653	0.0	0.0
n	3568818	0.125	0.125
n	3569014	0.0	0.0
n	3569174	0.0	0.0
n	3569293	0.0	0.125
n	3569494	0.0	0.0
n	3569657	0.0	0.0
n	3569964	0.0	0.0
n	3570372	0.0	0.0
n	3570526	0.0	0.0
n	3570709	0.0	0.0
n	3570838	0.0	0.125
n	3571155	0.0	0.0
n	3571280	0.0	0.25
n	3571439	0.0	0.0
n	3571625	0.0	0.0
n	3571706	0.0	0.0
n	3571853	0.0	0.0
n	3571942	0.0	0.0
n	3572107	0.125	0.125
n	3572205	0.125	0.0
n	3572321	0.125	0.0
n	3572449	0.125	0.0
n	3572631	0.0	0.0
n	3572832	0.0	0.0
n	3573005	0.0	0.0
n	3573154	0.0	0.0
n	3573282	0.0	0.0
n	3573464	0.125	0.0
n	3573574	0.0	0.0
n	3573739	0.0	0.0
n	3573848	0.0	0.0
n	3574004	0.25	0.0
n	3574243	0.0	0.0
n	3574416	0.0	0.0
n	3574555	0.0	0.125
n	3574816	0.375	0.0
n	3575240	0.125	0.125
n	3575691	0.125	0.0
n	3575958	0.125	0.25
n	3576215	0.125	0.375
n	3576443	0.0	0.125
n	3576617	0.0	0.0
n	3576779	0.0	0.0
n	3576955	0.0	0.0
n	3577090	0.0	0.0
n	3577312	0.0	0.25
n	3577474	0.0	0.0
n	3577672	0.125	0.125
n	3577818	0.0	0.0
n	3578055	0.0	0.0
n	3578251	0.25	0.0
n	3578435	0.125	0.125
n	3578656	0.125	0.125
n	3578981	0.25	0.125
n	3579137	0.0	0.0
n	3579355	0.0	0.0
n	3579538	0.0	0.0
n	3579699	0.0	0.0
n	3579791	0.0	0.0
n	3579982	0.0	0.125
n	3580518	0.0	0.0
n	3580615	0.0	0.0
n	3580845	0.0	0.0
n	3580990	0.0	0.0
n	3581125	0.0	0.0
n	3581354	0.0	0.0
n	3581531	0.125	0.0
n	3581634	0.125	0.25
n	3581756	0.0	0.0
n	3581897	0.0	0.25
n	3582096	0.0	0.125
n	3582305	0.0	0.125
n	3582508	0.0	0.0
n	3582658	0.375	0.0
n	3582840	0.125	0.0
n	3582959	0.0	0.125
n	3583109	0.25	0.0
n	3583252	0.0	0.0
n	3583419	0.0	0.0
n	3583621	0.0	0.0
n	3583809	0.0	0.0
n	3583967	0.125	0.125
n	3584111	0.0	0.0
n	3584254	0.0	0.0
n	3584400	0.0	0.0
n	3584526	0.125	0.0
n	3584649	0.0	0.0
n	3584829	0.0	0.0
n	3585073	0.125	0.0
n	3585337	0.125	0.0
n	3585438	0.0	0.0
n	3585551	0.0	0.0
n	3585682	0.0	0.0
n	3585778	0.0	0.0
n	3585875	0.0	0.0
n	3586090	0.125	0.0
n	3586219	0.0	0.25
n	3586448	0.125	0.125
n	3586631	0.0	0.0
n	3586760	0.125	0.125
n	3586911	0.125	0.0
n	3587050	0.0	0.25
n	3587205	0.0	0.0
n	3587318	0.0	0.0
n	3587442	0.25	0.125
n	3587623	0.0	0.0
n	3587715	0.25	0.0
n	3587874	0.25	0.125
n	3588046	0.25	0.25
n	3588216	0.0	0.125
n	3588414	0.0	0.0
n	3588668	0.0	0.25
n	3588841	0.0	0.125
n	3588951	0.125	0.0
n	3589093	0.125	0.0
n	3589220	0.125	0.0
n	3589313	0.125	0.0
n	3589513	0.125	0.0
n	3589672	0.125	0.0
n	3589791	0.0	0.375
n	3590306	0.125	0.0
n	3590475	0.0	0.0
n	3590588	0.0	0.0
n	3590732	0.25	0.25
n	3590841	0.0	0.0
n	3590932	0.0	0.375
n	3591028	0.0	0.0
n	3591116	0.0	0.0
n	3591313	0.0	0.125
n	3591465	0.0	0.0
n	3591592	0.0	0.0
n	3591798	0.125	0.0
n	3591901	0.0	0.125
n	3592055	0.0	0.125
n	3592245	0.25	0.125
n	3592669	0.125	0.0
n	3592773	0.0	0.0
n	3592931	0.0	0.0
n	3593034	0.25	0.0
n	3593122	0.0	0.0
n	3593222	0.0	0.0
n	3593362	0.125	0.125
n	3593526	0.0	0.0
n	3593862	0.25	0.125
n	3594010	0.125	0.0
n	3594148	0.25	0.0
n	3594277	0.125	0.0
n	3594523	0.0	0.125
n	3594734	0.0	0.25
n	3594945	0.25	0.25
n	3595055	0.0	0.25
n	3595179	0.125	0.375
n	3595264	0.0	0.25
n	3595409	0.0	0.0
n	3595523	0.0	0.0
n	3595614	0.25	0.0
n	3595737	0.0	0.125
n	3595860	0.0	0.0
n	3596099	0.125	0.0
n	3596285	0.0	0.125
n	3596543	0.0	0.0
n	3596639	0.0	0.0
n	3596787	0.125	0.125
n	3597147	0.0	0.0
n	3597317	0.0	0.125
n	3597469	0.25	0.25
n	3597916	0.0	0.0
n	3598151	0.125	0.0
n	3598299	0.0	0.0
n	3598385	0.0	0.125
n	3598515	0.0	0.0
n	3598646	0.125	0.0
n	3598783	0.0	0.125
n	3598930	0.125	0.0
n	3599111	0.125	0.0
n	3599212	0.5	0.0
n	3599351	0.125	0.25
n	3599486	0.0	0.0
n	3599628	0.125	0.0
n	3599761	0.125	0.0
n	3599964	0.0	0.0
n	3600169	0.25	0.0
n	3600285	0.0	0.25
n	3600475	0.0	0.25
n	3600617	0.0	0.0
n	3600722	0.25	0.0
n	3600806	0.0	0.0
n	3600977	0.0	0.0
n	3601335	0.125	0.125
n	3601442	0.0	0.125
n	3601638	0.125	0.0
n	3601840	0.25	0.125
n	3601964	0.0	0.0
n	3602081	0.0	0.0
n	3602194	0.125	0.0
n	3602267	0.0	0.0
n	3602365	0.0	0.0
n	3602465	0.0	0.0
n	3602562	0.0	0.0
n	3602686	0.125	0.0
n	3602790	0.125	0.0
n	3602883	0.0	0.0
n	3603119	0.0	0.0
n	3603199	0.0	0.0
n	3603442	0.0	0.0
n	3603594	0.125	0.0
n	3603722	0.125	0.0
n	3603878	0.125	0.375
n	3603958	0.25	0.0
n	3604156	0.0	0.0
n	3604311	0.0	0.0
n	3604400	0.0	0.25
n	3604536	0.0	0.375
n	3604629	0.125	0.25
n	3604763	0.0	0.375
n	3604843	0.125	0.125
n	3605073	0.0	0.0
n	3605233	0.0	0.0
n	3605417	0.0	0.0
n	3605504	0.0	0.25
n	3605598	0.0	0.0
n	3605722	0.0	0.125
n	3605915	0.125	0.0
n	3606106	0.0	0.125
n	3606251	0.125	0.125
n	3606347	0.0	0.0
n	3606465	0.125	0.0
n	3606572	0.0	0.0
n	3606719	0.125	0.125
n	3607029	0.25	0.125
n	3607186	0.0	0.0
n	3607358	0.125	0.0
n	3607527	0.125	0.125
n	3607659	0.0	0.0
n	3607756	0.0	0.0
n	3607923	0.0	0.125
n	3608074	0.0	0.125
n	3608224	0.0	0.0
n	3608356	0.25	0.25
n	3608504	0.0	0.125
n	3608661	0.0	0.0
n	3608870	0.125	0.0
n	3609147	0.125	0.0
n	3609235	0.125	0.0
n	3609397	0.0	0.125
n	3609542	0.125	0.0
n	3609786	0.0	0.0
n	3609959	0.0	0.0
n	3610098	0.0	0.0
n	3610270	0.125	0.375
n	3610418	0.125	0.0
n	3610524	0.0	0.0
n	3610682	0.0	0.0
n	3610836	0.0	0.25
n	3610992	0.0	0.125
n	3611169	0.0	0.0
n	3611314	0.0	0.0
n	3611590	0.0	0.0
n	3612010	0.125	0.0
n	3612134	0.0	0.0
n	3612378	0.0	0.0
n	3612559	0.0	0.0
n	3612814	0.0	0.0
n	3612965	0.0	0.0
n	3613294	0.0	0.0
n	3613592	0.0	0.125
n	3613873	0.0	0.0
n	3614007	0.0	0.0
n	3614383	0.125	0.0
n	3614532	0.0	0.0
n	3614782	0.0	0.0
n	3614887	0.0	0.375
n	3615037	0.0	0.0
n	3615133	0.0	0.0
n	3615300	0.0	0.125
n	3615406	0.0	0.0
n	3615563	0.0	0.0
n	3615655	0.0	0.25
n	3615790	0.25	0.125
n	3615987	0.0	0.125
n	3616091	0.125	0.25
n	3616225	0.0	0.0
n	3616428	0.125	0.0
n	3616763	0.0	0.0
n	3616979	0.25	0.0
n	3617095	0.125	0.125
n	3617312	0.0	0.125
n	3617480	0.0	0.25
n	3617594	0.0	0.0
n	3617834	0.125	0.0
n	3618101	0.25	0.25
n	3618219	0.0	0.0
n	3618339	0.375	0.0
n	3618546	0.0	0.0
n	3618678	0.125	0.0
n	3618797	0.125	0.125
n	3618982	0.0	0.0
n	3619050	0.0	0.125
n	3619196	0.0	0.25
n	3619275	0.0	0.25
n	3619396	0.0	0.0
n	3619650	0.0	0.0
n	3619793	0.0	0.0
n	3619890	0.0	0.0
n	3620052	0.125	0.125
n	3620353	0.125	0.0
n	3620443	0.125	0.0
n	3620600	0.0	0.0
n	3620730	0.125	0.0
n	3620889	0.0	0.0
n	3620967	0.0	0.0
n	3621049	0.0	0.0
n	3621377	0.0	0.0
n	3621473	0.125	0.0
n	3621694	0.0	0.0
n	3621826	0.25	0.0
n	3621935	0.125	0.5
n	3622058	0.25	0.0
n	3622207	0.0	0.0
n	3622401	0.25	0.25
n	3622526	0.0	0.0
n	3622698	0.0	0.0
n	3622839	0.125	0.25
n	3622931	0.0	0.125
n	3623073	0.125	0.375
n	3623198	0.0	0.25
n	3623338	0.0	0.25
n	3623448	0.125	0.0
n	3623556	0.125	0.0
n	3624134	0.25	0.0
